10,5
10.17,5.7817
10.34,6.5635
10.51,7.3452
10.816,8.0843
11.122,8.8234
11.281,9.6076
11.439,10.392
12.149,10.761
12.842,11.161
13.516,11.591
14.172,12.05
14.827,12.509
15.462,12.996
16.052,13.536
16.358,14.275
16.565,15.048
16.704,15.836
16.739,16.635
16.843,17.428
16.913,18.225
16.913,19.025
16.808,19.818
16.601,20.591
16.361,21.354
16.055,22.093
16.455,22.786
16.824,23.496
17.193,24.205
16.396,24.275
16.826,24.95
16.027,24.985
16.541,25.597
15.742,25.562
16.377,26.049
